potentialBGC	type	nucl_start	nucl_end	size	core_domains	product	sequence_id	Gene cluster genes	Gene cluster gene accessions	Compound with gene cluster of highest homology
94	Alkaloid	278598	450175	171580	2OG-FeII_Oxy, DIOX_N, Pyridoxal_deC, adh_short	-	NW_020624598.1	LOC113336305;LOC113336306;LOC113336289;LOC113336286;LOC113336285;LOC113336277;LOC113336290;LOC113336303;LOC113336300;LOC113336282	XP_026438038.1;XP_026438039.1;XP_026438024.1;XP_026438022.1;XP_026438021.1;XP_026438012.1;XP_026438025.1;XP_026438037.1;XP_026438035.1;XP_026438019.1	
95	Saccharide	1270013	1538859	268850	3Beta_HSD, UDPGT_2, p450	cyanogenic glucoside, monoterpenoid	NW_020627707.1	LOC113337770;LOC113337810;LOC113337811;LOC113338056;LOC113337812;LOC113337840;LOC113337752;LOC113338101;LOC113338061;LOC113338074	XP_026439152.1;XP_026439179.1;XP_026439180.1;XP_026439357.1;XP_026439181.1;XP_026439201.1;XP_026439130.1;XP_026439407.1;XP_026439367.1;XP_026439377.1	
96	Saccharide	835211	1057458	222250	2OG-FeII_Oxy, DIOX_N, Transferase, UDPGT_2, p450	*saccharide-3	NW_020631041.1	LOC113339949;LOC113340118;LOC113340119;LOC113339388;LOC113340344;LOC113340123;LOC113340124;LOC113339689;LOC113339339;LOC113339721;LOC113339374;LOC113339843;LOC113339353;LOC11333_1931;LOC11333_1932;LOC11333_1933	XP_026440951.1;XP_026441114.1;XP_026441115.1;XP_026440459.1;XP_026441336.1;XP_026441116.1;XP_026441117.1;XP_026440709.1;XP_026440414.1;XP_026440738.1;XP_026440447.1;XP_026440855.1;XP_026440429.1;XP_026440430.1;XP_026440427.1;XP_026440428.1	
97	Saccharide-Alkaloid	8464462	8644302	179840	Bet_v_1, Glycos_transf_1, Transferase, adh_short, adh_short_C2, p450	-	NW_020631041.1	LOC113339759;LOC113339250;LOC11333_1970;LOC113339251;LOC113339545;LOC113339868;LOC113339546;LOC113340275;LOC113340274;LOC11334_1327;LOC11334_1328;LOC113340172;LOC11334_1329;LOC113340174;LOC113340083;LOC113339274;LOC113339547;LOC113339332	XP_026440770.1;XP_026440336.1;XP_026440337.1;XP_026440338.1;XP_026440579.1;XP_026440875.1;XP_026440580.1;XP_026441265.1;XP_026441263.1;XP_026441264.1;XP_026441165.1;XP_026441166.1;XP_026441168.1;XP_026441170.1;XP_026441090.1;XP_026440360.1;XP_026440581.1;XP_026440409.1	
98	Saccharide-Terpene	14174871	14516431	341560	Glycos_transf_1, SQHop_cyclase_C, SQHop_cyclase_N, UDPGT_2, p450	beta-amyrin, small phenolic	NW_020631041.1	LOC113339351;LOC11333_2002;LOC113339643;LOC113339936;LOC113339266;LOC11334_1347;LOC11334_1346;LOC113340330;LOC11334_1348;LOC113339645;LOC113339646;LOC113339846;LOC113340239;LOC113340381;LOC113340279;LOC11334_1349;LOC113339647;LOC113340264	XP_026440424.1;XP_026440425.1;XP_026440668.1;XP_026440942.1;XP_026440352.1;XP_026441323.1;XP_026441320.1;XP_026441321.1;XP_026441322.1;XP_026440669.1;XP_026440670.1;XP_026440856.1;XP_026441233.1;XP_026441368.1;XP_026441269.1;XP_026441270.1;XP_026440672.1;XP_026441255.1	
99	Putative	17356325	17569947	213620	Aldo_ket_red, Lipoxygenase, Transferase, p450	-	NW_020631041.1	LOC113340039;LOC113340293;LOC113339920;LOC113339698;LOC113339328;LOC113339344	XP_026441038.1;XP_026441287.1;XP_026440928.1;XP_026440716.1;XP_026440405.1;XP_026440418.1	
100	Saccharide	18076251	18331758	255510	UDPGT_2, p450	*saccharide, small phenolic	NW_020631041.1	LOC113340371;LOC113340225;LOC113340303;LOC113339710;LOC113339711;LOC113340378;LOC113339874;LOC113339713;LOC113340058;LOC11334_1363;LOC11334_1364;LOC11334_1365;LOC11334_1366;LOC113339886;LOC113339918;LOC113339715;LOC113339321;LOC113339322;LOC11333_2020;LOC11333_2021;LOC11333_2022	XP_026441359.1;XP_026441215.1;XP_026441296.1;XP_026440728.1;XP_026440729.1;XP_026441365.1;XP_026440881.1;XP_026440730.1;XP_026441058.1;XP_026441059.1;XP_026441060.1;XP_026441062.1;XP_026441063.1;XP_026440891.1;XP_026440926.1;XP_026440732.1;XP_026440398.1;XP_026440402.1;XP_026440401.1;XP_026440399.1;XP_026440400.1	
101	Saccharide-Alkaloid	1303160	1507652	204490	Bet_v_1, UDPGT_2	-	NW_020632152.1	LOC113340652;LOC113340651;LOC113340497;LOC113340515;LOC113340516;LOC113340670;LOC113340671;LOC113340536;LOC113340537;LOC113340539;LOC113340470;LOC113340469;LOC113340471;LOC11334_1376;LOC113340683	XP_026441558.1;XP_026441557.1;XP_026441422.1;XP_026441435.1;XP_026441436.1;XP_026441576.1;XP_026441577.1;XP_026441455.1;XP_026441456.1;XP_026441458.1;XP_026441392.1;XP_026441391.1;XP_026441393.1;XP_026441394.1;XP_026441589.1	
102	Cyclopeptide	1757588	2791245	1033660	BURP	-	NW_020632152.1	LOC113340650;LOC113340571;LOC113340544;LOC113340522;LOC113340547;LOC113340548;LOC11334_1378;LOC11334_1379;LOC11334_1380;LOC11334_1381;LOC11334_1382;LOC11334_1383;LOC113340482;LOC11334_1377;LOC113340509;LOC113340573;LOC113340550;LOC113340551;LOC113340578;LOC113340552;LOC113340582;LOC113340554;LOC113340555;LOC113340556;LOC113340639;LOC113340663;LOC11334_1384;LOC113340490;LOC11334_1385;LOC113340658;LOC113340559;LOC113340503;LOC113340682;LOC113340588;LOC113340483;LOC113340589;LOC113340590;LOC11334_1386;LOC113340674;LOC113340498;LOC11334_1387;LOC113340591;LOC113340593;LOC113340659;LOC11334_1388;LOC113340633;LOC113340668;LOC11334_1389;LOC11334_1390;LOC11334_1391;LOC11334_1392;LOC113340630;LOC113340678;LOC11334_1393;LOC11334_1394;LOC11334_1395	XP_026441556.1;XP_026441480.1;XP_026441462.1;XP_026441442.1;XP_026441463.1;XP_026441464.1;XP_026441403.1;XP_026441404.1;XP_026441405.1;XP_026441406.1;XP_026441407.1;XP_026441408.1;XP_026441409.1;XP_026441410.1;XP_026441430.1;XP_026441481.1;XP_026441467.1;XP_026441468.1;XP_026441488.1;XP_026441469.1;XP_026441490.1;XP_026441470.1;XP_026441471.1;XP_026441472.1;XP_026441549.1;XP_026441566.1;XP_026441567.1;XP_026441417.1;XP_026441416.1;XP_026441563.1;XP_026441473.1;XP_026441426.1;XP_026441588.1;XP_026441498.1;XP_026441411.1;XP_026441499.1;XP_026441500.1;XP_026441580.1;XP_026441579.1;XP_026441424.1;XP_026441423.1;XP_026441501.1;XP_026441502.1;XP_026441564.1;XP_026441565.1;XP_026441542.1;XP_026441571.1;XP_026441572.1;XP_026441573.1;XP_026441574.1;XP_026441575.1;XP_026441539.1;XP_026441586.1;XP_026441582.1;XP_026441583.1;XP_026441585.1	
103	Saccharide-Alkaloid	3363424	3522369	158940	Bet_v_1, UDPGT_2	-	NW_020632152.1	LOC113340612;LOC113340613;LOC113340585;LOC11334_1398;LOC113340614;LOC113340584;LOC113340615;LOC113340518;LOC113340616;LOC113340495;LOC113340672;LOC113340617;LOC113340618	XP_026441522.1;XP_026441523.1;XP_026441494.1;XP_026441495.1;XP_026441524.1;XP_026441493.1;XP_026441525.1;XP_026441438.1;XP_026441526.1;XP_026441421.1;XP_026441578.1;XP_026441527.1;XP_026441528.1	
104	Saccharide	249872	425023	175150	3Beta_HSD, UDPGT_2, p450	cyanogenic glucoside-2, monoterpenoid-2	NW_020639929.1	LOC113341335;LOC113341339;LOC113341341;LOC113341289;LOC113341393;LOC11334_1479;LOC11334_1482;LOC11334_1483;LOC11334_1484;LOC11334_1485;LOC11334_1486;LOC11334_1487;LOC11334_1488;LOC113341446;LOC11334_1480;LOC11334_1481;LOC113341303;LOC113341323;LOC11334_1489;LOC113341455	XP_026442031.1;XP_026442035.1;XP_026442036.1;XP_026442004.1;XP_026442074.1;XP_026442075.1;XP_026442104.1;XP_026442105.1;XP_026442106.1;XP_026442107.1;XP_026442108.1;XP_026442109.1;XP_026442110.1;XP_026442103.1;XP_026442101.1;XP_026442102.1;XP_026442015.1;XP_026442023.1;XP_026442024.1;XP_026442118.1	
105	Putative	1	322257	322260	2OG-FeII_Oxy, DIOX_N, Transferase	-	NW_020649859.1	LOC113343847;LOC11334_1866;LOC11334_1867;LOC113343868;LOC113343854;LOC113343869;LOC113343870;LOC113343871;LOC113343872;LOC113343874;LOC113343875;LOC113343877;LOC113343879;LOC113343880;LOC113343922;LOC113343881	XP_026443742.1;XP_026443741.1;XP_026443740.1;XP_026443755.1;XP_026443748.1;XP_026443756.1;XP_026443757.1;XP_026443758.1;XP_026443759.1;XP_026443760.1;XP_026443761.1;XP_026443762.1;XP_026443763.1;XP_026443764.1;XP_026443799.1;XP_026443765.1	
106	Mate-Saccharide	1436020	1697506	261490	Glyco_hydro_1, MatE, UDPGT_2, p450	cyanogenic glucoside, monoterpenoid	NW_020650415.1	LOC113344253;LOC113344182;LOC11334_1942;LOC113344220;LOC113344259;LOC113344257;LOC11334_1943;LOC11334_1944;LOC113344250;LOC11334_1945;LOC113344261;LOC113344177;LOC113344239;LOC113344244;LOC113344221;LOC113344184;LOC113344185;LOC113344223;LOC113344246;LOC113344224;LOC113344245;LOC113344168;LOC113344226;LOC113344227	XP_026444045.1;XP_026443982.1;XP_026443981.1;XP_026444012.1;XP_026444053.1;XP_026444047.1;XP_026444042.1;XP_026444044.1;XP_026444041.1;XP_026444043.1;XP_026444054.1;XP_026443978.1;XP_026444032.1;XP_026444038.1;XP_026444013.1;XP_026443984.1;XP_026443985.1;XP_026444014.1;XP_026444040.1;XP_026444015.1;XP_026444039.1;XP_026443971.1;XP_026444016.1;XP_026444017.1	
107	Fatty_acid-Saccharide-Alkaloid	1871291	2578641	707350	2OG-FeII_Oxy, ADH_N, ADH_zinc_N, AMP-binding, Aminotran_1_2, Bet_v_1, DIOX_N, FA_desaturase, FA_hydroxylase, Methyltransf_11, UDPGT_2, adh_short, adh_short_C2, p450	cyanogenic glucoside, monoterpenoid	NW_020650526.1	LOC113344451;LOC113344373;LOC113344456;LOC11334_1972;LOC113344374;LOC11334_1973;LOC113344302;LOC113344375;LOC113344462;LOC11334_1974;LOC113344445;LOC113344319;LOC113344434;LOC113344377;LOC113344448;LOC113344300;LOC11334_1975;LOC11334_1976;LOC113344378;LOC113344442;LOC113344441;LOC113344466;LOC113344432;LOC113344446;LOC113344444;LOC113344306;LOC113344356;LOC113344457;LOC113344288;LOC113344381	XP_026444207.1;XP_026444147.1;XP_026444209.1;XP_026444210.1;XP_026444148.1;XP_026444094.1;XP_026444093.1;XP_026444149.1;XP_026444219.1;XP_026444218.1;XP_026444202.1;XP_026444107.1;XP_026444194.1;XP_026444150.1;XP_026444204.1;XP_026444088.1;XP_026444089.1;XP_026444090.1;XP_026444151.1;XP_026444200.1;XP_026444199.1;XP_026444222.1;XP_026444193.1;XP_026444203.1;XP_026444201.1;XP_026444097.1;XP_026444136.1;XP_026444211.1;XP_026444077.1;XP_026444152.1	
108	Saccharide	803528	1002744	199220	Peptidase_S10, UDPGT_2	carboxyl-2	NW_020650970.1	LOC113344810;LOC113344821;LOC11334_2058;LOC113344829;LOC113344811;LOC113344780;LOC113344812;LOC113344813;LOC113344814;LOC113344800;LOC11334_2059;LOC113344799	XP_026444503.1;XP_026444511.1;XP_026444517.1;XP_026444518.1;XP_026444504.1;XP_026444481.1;XP_026444505.1;XP_026444506.1;XP_026444507.1;XP_026444497.1;XP_026444498.1;XP_026444496.1	
109	Saccharide	6433644	6636374	202730	Acetyltransf_1, Glycos_transf_1, Transferase	-	NW_020651082.1	LOC113345226;LOC113345150;LOC113345227;LOC113345552;LOC11334_2182;LOC113345466;LOC113345467	XP_026444815.1;XP_026444761.1;XP_026444816.1;XP_026445097.1;XP_026445098.1;XP_026445028.1;XP_026445029.1	
110	Polyketide	6762821	6920804	157980	Chal_sti_synt_C, Chal_sti_synt_N, Chalcone, p450	-	NW_020651082.1	LOC113345230;LOC113345299;LOC113345174;LOC113345231;LOC113345232;LOC113345234;LOC113345156	XP_026444818.1;XP_026444872.1;XP_026444776.1;XP_026444819.1;XP_026444820.1;XP_026444821.1;XP_026444763.1	
111	Saccharide	8956327	9302821	346490	2OG-FeII_Oxy, DIOX_N, Glycos_transf_1	-	NW_020653081.1	LOC113346476;LOC113346474;LOC113346475;LOC11334_2380;LOC113346300;LOC113346266;LOC113346270;LOC11334_2381;LOC113346401;LOC113346301;LOC113346311;LOC113346403;LOC113346203;LOC11334_2382;LOC11334_2383	XP_026445813.1;XP_026445810.1;XP_026445811.1;XP_026445812.1;XP_026445632.1;XP_026445603.1;XP_026445605.1;XP_026445606.1;XP_026445718.1;XP_026445633.1;XP_026445641.1;XP_026445719.1;XP_026445558.1;XP_026445559.1;XP_026445560.1	
